GeoName,Year,All industry total,Personal income (thousands of dollars),Population (persons) 3/,Total employment,Wages and salaries
"Floyd, IN",2017,0.031358227,0.082335823,0.075763887,0.052708605,0.036101726
"Fountain, IN",2017,0.00352368,0.008526628,0.011040594,0.006056409,0.003420097
"Franklin, IN",2017,0.004715703,0.016802451,0.017646275,0.008108504,0.003213298
"Fulton, IN",2017,0.005962788,0.01209623,0.01513662,0.009935547,0.005707997
"Gibson, IN",2017,0.041581819,0.025963658,0.028619721,0.03011692,0.02954649
"Grant, IN",2017,0.025656516,0.048850415,0.064400143,0.043938264,0.029972686
"Greene, IN",2017,0.005736804,0.021094681,0.026548626,0.011668043,0.005544042
"Hamilton, IN",2017,0.21137026,0.495228242,0.336302183,0.271363891,0.227803541
"Hancock, IN",2017,0.029913389,0.073104021,0.072999279,0.043064692,0.030445135
"Harrison, IN",2017,0.011062941,0.029791211,0.034835105,0.018576717,0.010323506
"Hendricks, IN",2017,0.071907762,0.164346931,0.167164856,0.120580872,0.078261258
"Henry, IN",2017,0.012814894,0.032834386,0.045015365,0.020724692,0.012220335
"Howard, IN",2017,0.046642981,0.064864507,0.080853493,0.063545689,0.054229848
"Huntington, IN",2017,0.014759247,0.025974915,0.032016988,0.021877913,0.014446684
"Jackson, IN",2017,0.024350121,0.03319401,0.041511081,0.032017205,0.025633518
"Jasper, IN",2017,0.015688603,0.025050703,0.028513753,0.018805763,0.012686102
"Jay, IN",2017,0.009111404,0.011827216,0.015758788,0.011219272,0.006664294
"Jefferson, IN",2017,0.015167824,0.022634251,0.028145489,0.019460942,0.013142761
"Jennings, IN",2017,0.006324031,0.017436578,0.022910046,0.010899672,0.007095208
"Johnson, IN",2017,0.056777714,0.149341355,0.156446362,0.096289983,0.060805455
"Knox, IN",2017,0.020546612,0.028747376,0.032513254,0.027126002,0.018966961
"Kosciusko, IN",2017,0.057512475,0.072326079,0.077649276,0.063063627,0.052696654
"LaPorte, IN",2017,0.044667749,0.090314781,0.111127782,0.068113298,0.04725537
"Lagrange, IN",2017,0.020008923,0.029413055,0.035295698,0.027472235,0.017212733
"Lake, IN",2017,0.267681665,0.44044827,0.510850167,0.32429222,0.262177792
"Lawrence, IN",2017,0.012888592,0.033029877,0.041318031,0.023079074,0.014144273
"Madison, IN",2017,0.040492497,0.095773225,0.129987966,0.068885663,0.04468952
"Marion, IN",2017,1,1,1,1,1
"Marshall, IN",2017,0.017470819,0.035161755,0.042484726,0.030339308,0.019489616
"Martin, IN",2017,0.009845631,0.003129331,0.004285929,0.009036674,0.013157105
"Miami, IN",2017,0.009759829,0.020862084,0.031946693,0.01504248,0.009634959
"Monroe, IN",2017,0.075099133,0.121609382,0.141484956,0.11690681,0.082434616
"Montgomery, IN",2017,0.016773038,0.026209513,0.033736606,0.024521267,0.0182077
"Morgan, IN",2017,0.016903253,0.058207974,0.067914919,0.030692199,0.01794535
"Newton, IN",2017,0.002058749,0.0062934,0.008462742,0.003879138,0.002539588
"Noble, IN",2017,0.019818909,0.034174009,0.043209715,0.029336565,0.019723031
"Ohio, IN",2017,0,0,0,0,8.20E-05
"Orange, IN",2017,0.006212523,0.01037109,0.014326648,0.010970251,0.006628241
"Owen, IN",2017,0.004306319,0.012068745,0.015966527,0.007193651,0.004485751
"Parke, IN",2017,0.002329724,0.007634787,0.011017512,0.00496045,0.001942346
"Perry, IN",2017,0.00688629,0.010035937,0.013763234,0.008767678,0.006468186
"Pike, IN",2017,0.007681886,0.005410125,0.006618271,0.003468986,0.003782969
"Porter, IN",2017,0.079338515,0.178569012,0.17241079,0.105945881,0.078208515
"Posey, IN",2017,0.024693545,0.020536659,0.020558818,0.0129784,0.012278123
"Pulaski, IN",2017,0.005118177,0.006077633,0.007037946,0.005838016,0.00419403
"Putnam, IN",2017,0.011485473,0.023972152,0.032481778,0.022282739,0.013603537
"Randolph, IN",2017,0.007103193,0.014591606,0.020107668,0.010248489,0.005762649
"Ripley, IN",2017,0.011357032,0.019634057,0.024049463,0.019274509,0.01486759
"Rush, IN",2017,0.004968666,0.010506124,0.011351153,0.007373425,0.004360794
"Scott, IN",2017,0.006410413,0.013541422,0.019210613,0.011300503,0.007408419
"Shelby, IN",2017,0.020421273,0.034811235,0.040507009,0.029477721,0.021819514
"Spencer, IN",2017,0.012546271,0.013485506,0.014964553,0.01036168,0.006708146
"St. Joseph, IN",2017,0.151369037,0.257562665,0.278230735,0.211731963,0.162332808
"Starke, IN",2017,0.003630813,0.011613624,0.018124704,0.006875383,0.002997828
"Steuben, IN",2017,0.014385332,0.025578077,0.029656318,0.024890138,0.015352556
"Sullivan, IN",2017,0.009136963,0.010182228,0.015697935,0.007686366,0.005352407
"Switzerland, IN",2017,0.001139406,0.001835401,0.004281732,0.001821717,0.001020684
"Tippecanoe, IN",2017,0.107525328,0.1458917,0.187443541,0.146905212,0.116422732
"Tipton, IN",2017,0.004131022,0.009169773,0.009815144,0.006017791,0.004114016
"Union, IN",2017,9.08E-05,0.000708574,0.001347156,0.000332916,0
"Vanderburgh, IN",2017,0.123611177,0.164081016,0.18214095,0.174053853,0.143779362
"Vermillion, IN",2017,0.008610468,0.007312182,0.010134097,0.005347964,0.004754292
"Vigo, IN",2017,0.049390669,0.079939214,0.106352932,0.078963699,0.057248647
"Wabash, IN",2017,0.011402455,0.021927442,0.026850792,0.018992196,0.011601576
"Warren, IN",2017,0.001032863,0.00225077,0.002585197,0.001448851,0.000868837
"Warrick, IN",2017,0.023903211,0.067732077,0.059855065,0.029582923,0.02035019
"Washington, IN",2017,0.005820447,0.016904405,0.022977194,0.010581405,0.005074212
"Wayne, IN",2017,0.029439341,0.050803158,0.063917517,0.048876075,0.033394065
"Wells, IN",2017,0.010865198,0.019028018,0.023160802,0.016577889,0.010508978
"White, IN",2017,0.009212901,0.01581548,0.019539008,0.013859962,0.008678281
"Whitley, IN",2017,0.014356046,0.026006768,0.029173692,0.019831145,0.01383488
"Adams, IN",2018,0.017458749,0.023032176,0.030818117,0.025384955,0.014385668
"Allen, IN",2018,0.23190662,0.346070618,0.386822548,0.321466511,0.253675512
"Bartholomew, IN",2018,0.072030244,0.083036106,0.078317172,0.078779082,0.079822111
"Benton, IN",2018,0.003095675,0.00228967,0.002852375,0.002458559,0.001733007
"Blackford, IN",2018,0.002297094,0.004195156,0.006529808,0.003367043,0.002364407
"Boone, IN",2018,0.034305371,0.095877434,0.064976994,0.053044407,0.036815321
"Brown, IN",2018,0.001885173,0.009746065,0.010004614,0.004552937,0.001234872
"Carroll, IN",2018,0.005671927,0.012467684,0.014928987,0.00829731,0.004621327
"Cass, IN",2018,0.013507016,0.024605751,0.033565541,0.022542492,0.01475232
"Clark, IN",2018,0.057953101,0.098789296,0.117443025,0.087577307,0.063240588
"Clay, IN",2018,0.007110842,0.015094952,0.021263441,0.011794512,0.006693035
"Clinton, IN",2018,0.014946553,0.020428222,0.028026011,0.017000873,0.011856744
"Crawford, IN",2018,0.000690971,0.002468643,0.004786171,0.001618442,0.000666424
"Daviess, IN",2018,0.012979244,0.02354168,0.028393858,0.021217237,0.011863084
"DeKalb, IN",2018,0.026443885,0.033827143,0.038470171,0.034237084,0.029235074
"Dearborn, IN",2018,0.017991997,0.04298292,0.046127421,0.023926911,0.01489533
"Decatur, IN",2018,0.01650866,0.018022126,0.021507633,0.020780744,0.017460798
"Delaware, IN",2018,0.042522792,0.07959829,0.110988034,0.076488809,0.052024255
"Dubois, IN",2018,0.029472225,0.042414137,0.038995964,0.044426301,0.034041404
"Elkhart, IN",2018,0.17394383,0.187138587,0.2081527,0.215751083,0.191472926
"Fayette, IN",2018,0.004959693,0.013946563,0.018163756,0.00914926,0.005638346
"Floyd, IN",2018,0.031174458,0.081555034,0.076045663,0.053500621,0.03616548
"Fountain, IN",2018,0.003654312,0.008417688,0.010911762,0.006379107,0.003666658
"Franklin, IN",2018,0.004848825,0.016190601,0.017514309,0.007576833,0.003300476
"Fulton, IN",2018,0.006170613,0.012097086,0.01511395,0.010127424,0.005836342
"Gibson, IN",2018,0.037138886,0.025539587,0.028138236,0.030281038,0.029652313
"Grant, IN",2018,0.02542076,0.048518131,0.063618869,0.043793912,0.030567451
"Greene, IN",2018,0.005699041,0.020568285,0.026067277,0.011560488,0.005652361
"Hamilton, IN",2018,0.213039436,0.500021618,0.341298854,0.27598579,0.227573228
"Hancock, IN",2018,0.030628714,0.073815141,0.073891574,0.04420674,0.030366914
"Harrison, IN",2018,0.01124845,0.029406366,0.034853007,0.018405013,0.010302138
"Hendricks, IN",2018,0.073332484,0.165051295,0.169049707,0.12474757,0.081564916
"Henry, IN",2018,0.013339573,0.032266403,0.044684088,0.020736043,0.012664685
"Howard, IN",2018,0.044938684,0.064321299,0.080192777,0.061600719,0.052582722
"Huntington, IN",2018,0.014346494,0.025633552,0.031709679,0.021435483,0.014374822
"Jackson, IN",2018,0.024140147,0.033768615,0.041432692,0.032125615,0.02653883
"Jasper, IN",2018,0.015560179,0.024704021,0.02808628,0.018051348,0.012224471
"Jay, IN",2018,0.009109744,0.01139746,0.015431919,0.010813717,0.006467532
"Jefferson, IN",2018,0.015019729,0.022603051,0.028104984,0.01924513,0.01315889
"Jennings, IN",2018,0.006588471,0.017329121,0.022642349,0.011139772,0.007255012
"Johnson, IN",2018,0.058762111,0.148908295,0.15762566,0.099530902,0.064486227
"Knox, IN",2018,0.019329636,0.027639846,0.031674349,0.027175628,0.018912136
"Kosciusko, IN",2018,0.058518158,0.071301597,0.077362224,0.063863383,0.05327254
"LaPorte, IN",2018,0.045454539,0.088883591,0.110496531,0.067401342,0.047354411
"Lagrange, IN",2018,0.02011869,0.029206415,0.03516682,0.028063076,0.017554976
"Lake, IN",2018,0.270867222,0.437101114,0.507159513,0.322971886,0.261928131
"Lawrence, IN",2018,0.013468135,0.032727431,0.040956777,0.02320775,0.014623326
"Madison, IN",2018,0.040148331,0.093981168,0.128814077,0.068454447,0.045031186
"Marion, IN",2018,1,1,1,1,1
"Marshall, IN",2018,0.017045059,0.034042974,0.041924194,0.029481678,0.019126846
"Martin, IN",2018,0.009988168,0.00309772,0.004215696,0.009067746,0.013208455
"Miami, IN",2018,0.009270757,0.020131361,0.031421844,0.015059005,0.009548085
"Monroe, IN",2018,0.074773424,0.120168718,0.139820399,0.117611174,0.08166787
"Montgomery, IN",2018,0.016937782,0.025660439,0.033260041,0.024312129,0.018274606
"Morgan, IN",2018,0.017419235,0.057363705,0.067646484,0.029855063,0.016598682
"Newton, IN",2018,0.002252157,0.006363873,0.008294228,0.003844293,0.0025864
"Noble, IN",2018,0.019678722,0.033797026,0.043014228,0.029628928,0.020114524
"Ohio, IN",2018,0,0,0,0,0
"Orange, IN",2018,0.006447606,0.01004455,0.014354355,0.010678299,0.006505517
"Owen, IN",2018,0.004378978,0.012007691,0.015950438,0.007524244,0.004448715
"Parke, IN",2018,0.002331999,0.007408834,0.010877472,0.004848753,0.00179719
"Perry, IN",2018,0.006855443,0.009667901,0.013709064,0.008689101,0.006386112
"Pike, IN",2018,0.006007949,0.00526337,0.006608781,0.00280565,0.002692733
"Porter, IN",2018,0.083856558,0.177818703,0.172106788,0.107712514,0.079692567
"Posey, IN",2018,0.034740966,0.01994721,0.020299141,0.013180245,0.012945385
"Pulaski, IN",2018,0.005178224,0.005996159,0.006937142,0.005907116,0.004307252
"Putnam, IN",2018,0.011084244,0.023420341,0.032160656,0.022007394,0.013411586
"Randolph, IN",2018,0.006943966,0.01396025,0.019728666,0.009978859,0.005777635
"Ripley, IN",2018,0.01096208,0.019165581,0.023956831,0.018327443,0.0141489
"Rush, IN",2018,0.005392522,0.010217776,0.011228693,0.007384882,0.004557642
"Scott, IN",2018,0.006397064,0.01322011,0.019027262,0.011451365,0.007572074
"Shelby, IN",2018,0.020886031,0.034366885,0.040283429,0.029419885,0.021960414
"Spencer, IN",2018,0.011805694,0.013109757,0.014705577,0.010193161,0.006740216
"St. Joseph, IN",2018,0.152129991,0.25459282,0.276435124,0.211877866,0.162060839
"Starke, IN",2018,0.004093797,0.011288163,0.017973598,0.00669333,0.003143923
"Steuben, IN",2018,0.014347919,0.025684809,0.029469344,0.025057586,0.015817882
"Sullivan, IN",2018,0.008689078,0.010029238,0.01553687,0.007583407,0.005470659
"Switzerland, IN",2018,0.001317244,0.002056841,0.004191796,0.0019537,0.001215015
"Tippecanoe, IN",2018,0.109368949,0.146970256,0.187035775,0.149143843,0.122520536
"Tipton, IN",2018,0.005109292,0.009124604,0.00966794,0.007116675,0.006368324
"Union, IN",2018,0.000181751,0.000750193,0.001198101,0.000419401,8.91E-05
"Vanderburgh, IN",2018,0.119225179,0.159685492,0.180290869,0.173459916,0.140994318
"Vermillion, IN",2018,0.008181808,0.006832091,0.010027474,0.005193214,0.004537916
"Vigo, IN",2018,0.047969156,0.077037145,0.10504117,0.077682591,0.056088975
"Wabash, IN",2018,0.011177986,0.021533781,0.026389403,0.018698199,0.01174339
"Warren, IN",2018,0.001120661,0.002469679,0.002635199,0.0014541,0.001019952
"Warrick, IN",2018,0.024443268,0.066293882,0.059346022,0.029916856,0.021045459
"Washington, IN",2018,0.00596461,0.017137557,0.022904206,0.010538937,0.005133897
"Wayne, IN",2018,0.029083539,0.049814361,0.063174127,0.048927963,0.03346384
"Wells, IN",2018,0.011287846,0.018775853,0.022976944,0.016557806,0.010833805
"White, IN",2018,0.009289394,0.016068836,0.019373288,0.014003271,0.009039575
"Whitley, IN",2018,0.015736046,0.026142954,0.029188783,0.020235128,0.014448043
"Adams, IN",2019,0.01801096,0.022037723,0.030735962,0.02434278,0.014105811
"Allen, IN",2019,0.226070446,0.332905313,0.389055976,0.321043648,0.253215564
"Bartholomew, IN",2019,0.070976414,0.07924031,0.078624718,0.077914835,0.07833251
"Benton, IN",2019,0.003678399,0.002241051,0.002888761,0.002239806,0.001500768
"Blackford, IN",2019,0.002352464,0.00381533,0.00633647,0.003118569,0.00198511
"Boone, IN",2019,0.035484782,0.095767905,0.065722412,0.054859001,0.038274131
"Brown, IN",2019,0.001918695,0.009479855,0.009764549,0.004573208,0.001257857
"Carroll, IN",2019,0.005780731,0.011750325,0.014822981,0.008466545,0.004768674
"Cass, IN",2019,0.013520664,0.023662313,0.033093671,0.022149772,0.014512001
"Clark, IN",2019,0.056386983,0.09722481,0.117891618,0.086994955,0.063323749
"Clay, IN",2019,0.006848372,0.014033331,0.021218342,0.011612413,0.006554552
"Clinton, IN",2019,0.014650193,0.019227341,0.028126159,0.016842094,0.011614107
"Crawford, IN",2019,0.000656604,0.002309055,0.004724715,0.001522236,0.000637534
"Daviess, IN",2019,0.012586219,0.02261029,0.028316264,0.021258009,0.012035776
"DeKalb, IN",2019,0.026186782,0.032054967,0.038516813,0.033984476,0.028312882
"Dearborn, IN",2019,0.018503085,0.041787697,0.045937086,0.023937197,0.014799344
"Decatur, IN",2019,0.016468314,0.017700945,0.021122257,0.021410103,0.017097739
"Delaware, IN",2019,0.041972024,0.076845802,0.109788416,0.075507336,0.052386089
"Dubois, IN",2019,0.027931373,0.039774901,0.038860861,0.04367037,0.033581151
"Elkhart, IN",2019,0.163683657,0.173037412,0.207709768,0.207119022,0.174679357
"Fayette, IN",2019,0.004761482,0.01316121,0.018085752,0.008578341,0.005425351
"Floyd, IN",2019,0.03096647,0.077085821,0.076499475,0.052847986,0.036128653
"Fountain, IN",2019,0.003477406,0.007862022,0.010797726,0.006295636,0.003680844
"Franklin, IN",2019,0.004312854,0.015323886,0.01739249,0.007615081,0.003212584
"Fulton, IN",2019,0.005991912,0.0114663,0.01496246,0.009892586,0.005816236
"Gibson, IN",2019,0.033664879,0.024220011,0.027953619,0.030334229,0.029127167
"Grant, IN",2019,0.024419941,0.044334569,0.063059917,0.042694111,0.029715602
"Greene, IN",2019,0.005582482,0.019938157,0.025739522,0.011344625,0.005417975
"Hamilton, IN",2019,0.21588324,0.490577675,0.347433435,0.274801986,0.227636771
"Hancock, IN",2019,0.032752326,0.071656196,0.075201805,0.045413597,0.032051731
"Harrison, IN",2019,0.011075552,0.029042643,0.034818042,0.017921049,0.010025803
"Hendricks, IN",2019,0.07257206,0.159419183,0.171587858,0.125643636,0.083065658
"Henry, IN",2019,0.013200042,0.031026773,0.044294335,0.020610636,0.012391662
"Howard, IN",2019,0.043370813,0.060862842,0.08012799,0.0596597,0.051581739
"Huntington, IN",2019,0.014067622,0.024166256,0.031823897,0.02101102,0.013843708
"Jackson, IN",2019,0.024289273,0.031899252,0.04152439,0.032067056,0.027008459
"Jasper, IN",2019,0.015181443,0.023928928,0.028003211,0.017555764,0.011560717
"Jay, IN",2019,0.008039718,0.00985464,0.015029616,0.010404764,0.006048283
"Jefferson, IN",2019,0.015203172,0.022421223,0.028112728,0.019198896,0.012966098
"Jennings, IN",2019,0.006632869,0.016776668,0.022497414,0.011170432,0.00732714
"Johnson, IN",2019,0.058932811,0.145495077,0.158968642,0.100507889,0.064650149
"Knox, IN",2019,0.018145877,0.025940651,0.03143439,0.02649159,0.0184202
"Kosciusko, IN",2019,0.059441668,0.068230445,0.076967504,0.062918664,0.052706148
"LaPorte, IN",2019,0.042383031,0.08398899,0.11000125,0.066640408,0.046153102
"Lagrange, IN",2019,0.018275172,0.026474822,0.03533463,0.027001169,0.015889909
"Lake, IN",2019,0.239163105,0.417307805,0.506758523,0.319166527,0.256104953
"Lawrence, IN",2019,0.013006872,0.031692096,0.040365166,0.022862142,0.014609396
"Madison, IN",2019,0.039561102,0.090183638,0.127990916,0.067402176,0.043965249
"Marion, IN",2019,1,1,1,1,1
"Marshall, IN",2019,0.016278513,0.032090974,0.041527489,0.029022584,0.018615843
"Martin, IN",2019,0.010330724,0.00293041,0.004103776,0.009701494,0.013803013
"Miami, IN",2019,0.00900867,0.018937575,0.031099641,0.014480093,0.009055414
"Monroe, IN",2019,0.072889825,0.115725468,0.138889893,0.117518976,0.081688352
"Montgomery, IN",2019,0.016094252,0.02444087,0.033019282,0.02362651,0.017722252
"Morgan, IN",2019,0.018412383,0.055538075,0.067648253,0.028700197,0.016177428
"Newton, IN",2019,0.002234873,0.006081358,0.008196188,0.003719144,0.002437287
"Noble, IN",2019,0.019345394,0.031911524,0.042954306,0.029399568,0.019650309
"Ohio, IN",2019,0,0,0,0,0
"Orange, IN",2019,0.005651927,0.009413112,0.014352886,0.010798648,0.006321401
"Owen, IN",2019,0.004561513,0.011703138,0.015876821,0.007695678,0.00480164
"Parke, IN",2019,0.002582978,0.007254614,0.010648948,0.004821498,0.001829935
"Perry, IN",2019,0.006454025,0.008893848,0.01368442,0.00859914,0.006208275
"Pike, IN",2019,0.006485593,0.005021393,0.006522442,0.002824782,0.002636393
"Porter, IN",2019,0.078221191,0.170912925,0.17232038,0.106967318,0.078927845
"Posey, IN",2019,0.034991633,0.019854549,0.020015725,0.013184048,0.013015824
"Pulaski, IN",2019,0.005383281,0.005783499,0.006746641,0.00596935,0.004330596
"Putnam, IN",2019,0.01066689,0.022491335,0.031937547,0.021589495,0.013132613
"Randolph, IN",2019,0.00701285,0.013217676,0.019390653,0.009652096,0.005614948
"Ripley, IN",2019,0.010921732,0.01818855,0.02377752,0.018547623,0.013935408
"Rush, IN",2019,0.005254129,0.009671821,0.011109745,0.007257596,0.004494728
"Scott, IN",2019,0.006363957,0.012709498,0.019028008,0.011101535,0.007394554
"Shelby, IN",2019,0.020185481,0.032765689,0.040281479,0.028667699,0.021535966
"Spencer, IN",2019,0.010393646,0.012711456,0.014434506,0.01001608,0.006827795
"St. Joseph, IN",2019,0.152403989,0.238229182,0.27569897,0.210657473,0.161229244
"Starke, IN",2019,0.004412445,0.010594103,0.017929742,0.006163042,0.00292918
"Steuben, IN",2019,0.014428281,0.024617722,0.029423829,0.025135747,0.015703774
"Sullivan, IN",2019,0.008607718,0.009514488,0.015362299,0.007794473,0.006081626
"Switzerland, IN",2019,0.001360104,0.001948782,0.004092411,0.001857622,0.000962837
"Tippecanoe, IN",2019,0.106854355,0.138774106,0.186136014,0.149480737,0.118299791
"Tipton, IN",2019,0.004882872,0.008494989,0.009629203,0.007317393,0.005710561
"Union, IN",2019,0.000250532,0.000637843,0.00120675,0.000540777,0.000121957
"Vanderburgh, IN",2019,0.119496318,0.155397826,0.179410036,0.170833642,0.141920445
"Vermillion, IN",2019,0.007548412,0.006445698,0.009928824,0.005090587,0.004916623
"Vigo, IN",2019,0.04722219,0.073044043,0.103856951,0.075949318,0.054751747
"Wabash, IN",2019,0.011061708,0.020341834,0.026028811,0.018538523,0.011443
"Warren, IN",2019,0.00112058,0.002175682,0.002603604,0.001533936,0.001062565
"Warrick, IN",2019,0.023191528,0.065339524,0.059470662,0.029915647,0.02105712
"Washington, IN",2019,0.005394688,0.016124954,0.022872457,0.010354066,0.005057648
"Wayne, IN",2019,0.028469832,0.047579026,0.062654912,0.048062886,0.032485217
"Wells, IN",2019,0.010499288,0.017876499,0.022970609,0.016280518,0.010660427
"White, IN",2019,0.00896553,0.015446813,0.019309032,0.013779423,0.008976961
"Whitley, IN",2019,0.015282733,0.025208905,0.028810122,0.020182954,0.01466123
"Adams, IN",2020,0.017035275,0.02122265,0.030833133,0.024997176,0.014068992
"Allen, IN",2020,0.217809084,0.327742186,0.391631272,0.32603041,0.254404073
"Bartholomew, IN",2020,0.067472272,0.073944613,0.07859616,0.077061808,0.073719942
"Benton, IN",2020,0.003998133,0.002038675,0.002878309,0.002597038,0.001558865
"Blackford, IN",2020,0.002156548,0.003192355,0.006375752,0.003146935,0.001997417
"Boone, IN",2020,0.039433332,0.089981869,0.067179762,0.062937348,0.045062933
"Brown, IN",2020,0.001669886,0.008949748,0.009848472,0.004714959,0.001308757
"Carroll, IN",2020,0.006193151,0.011386996,0.014843789,0.009114135,0.005342227
"Cass, IN",2020,0.014063904,0.022874156,0.032830642,0.022435527,0.014866936
"Clark, IN",2020,0.056289202,0.09676111,0.118914113,0.090809233,0.065764322
"Clay, IN",2020,0.006854716,0.013600695,0.021115494,0.012115429,0.006497156
"Clinton, IN",2020,0.014879829,0.018684429,0.028074325,0.017421119,0.012014153
"Crawford, IN",2020,0.000621355,0.001883983,0.004741895,0.001931445,0.000866632
"Daviess, IN",2020,0.013579096,0.022764015,0.028272119,0.022421915,0.013007167
"DeKalb, IN",2020,0.024765597,0.030999544,0.038502785,0.034043254,0.027644715
"Dearborn, IN",2020,0.01930826,0.040324385,0.046184799,0.02443639,0.015281219
"Decatur, IN",2020,0.015559609,0.016595939,0.021162882,0.021154702,0.016686108
"Delaware, IN",2020,0.04220901,0.075102198,0.109034736,0.076347214,0.053052004
"Dubois, IN",2020,0.027543902,0.038479329,0.038859226,0.044639661,0.032883488
"Elkhart, IN",2020,0.162078001,0.17062885,0.207127986,0.20651628,0.17713373
"Fayette, IN",2020,0.004637857,0.012632618,0.017966249,0.008754796,0.00558767
"Floyd, IN",2020,0.0300957,0.073531573,0.076837652,0.053235205,0.036045537
"Fountain, IN",2020,0.003501159,0.00776378,0.010879677,0.006434067,0.003597251
"Franklin, IN",2020,0.004315229,0.014997448,0.01738008,0.008365513,0.003636359
"Fulton, IN",2020,0.005974329,0.01107424,0.014985954,0.010298319,0.005895745
"Gibson, IN",2020,0.033438975,0.023663511,0.027951734,0.03122299,0.028199176
"Grant, IN",2020,0.024079451,0.043482492,0.062380178,0.044080236,0.029548108
"Greene, IN",2020,0.005333791,0.019286633,0.025632811,0.011976594,0.00558824
"Hamilton, IN",2020,0.216383508,0.477808507,0.353395302,0.288970889,0.235847997
"Hancock, IN",2020,0.033888333,0.071256637,0.076505935,0.047394591,0.03248603
"Harrison, IN",2020,0.010993188,0.028131968,0.034758099,0.018289521,0.010172648
"Hendricks, IN",2020,0.078109359,0.155845559,0.174772254,0.134786023,0.0890194
"Henry, IN",2020,0.013506908,0.03056311,0.044277945,0.021395622,0.012578218
"Howard, IN",2020,0.041719576,0.057965189,0.08000956,0.059993222,0.0469531
"Huntington, IN",2020,0.013986853,0.023401688,0.031651092,0.021715488,0.013829529
"Jackson, IN",2020,0.025126694,0.030161888,0.041762258,0.033295993,0.026879203
"Jasper, IN",2020,0.01414827,0.023748967,0.027783816,0.018426995,0.011808265
"Jay, IN",2020,0.007910139,0.009829496,0.014993165,0.010574629,0.006039671
"Jefferson, IN",2020,0.01463486,0.021679846,0.027998092,0.019522706,0.01296389
"Jennings, IN",2020,0.006352044,0.016124621,0.022312557,0.011617255,0.007512081
"Johnson, IN",2020,0.060750055,0.14108377,0.16101839,0.105770788,0.067557413
"Knox, IN",2020,0.018277336,0.025725252,0.031241083,0.027173625,0.018684591
"Kosciusko, IN",2020,0.061112677,0.066775003,0.07647297,0.063443689,0.051632028
"LaPorte, IN",2020,0.040697419,0.081853969,0.109563216,0.067558389,0.046132525
"Lagrange, IN",2020,0.016469398,0.026067835,0.035652291,0.027316543,0.015764958
"Lake, IN",2020,0.222945441,0.405019948,0.507886504,0.321251479,0.247725694
"Lawrence, IN",2020,0.01254778,0.031149058,0.040269535,0.023502654,0.014731348
"Madison, IN",2020,0.039506025,0.089486761,0.128022919,0.069329221,0.044814215
"Marion, IN",2020,1,1,1,1,1
"Marshall, IN",2020,0.015973917,0.031775877,0.041365641,0.029593716,0.018802139
"Martin, IN",2020,0.010884941,0.002567222,0.003998109,0.01067263,0.014334386
"Miami, IN",2020,0.008780007,0.017937528,0.030895974,0.014875804,0.009165416
"Monroe, IN",2020,0.072553275,0.111436084,0.137681839,0.119643438,0.085036006
"Montgomery, IN",2020,0.01587143,0.024057749,0.032986199,0.024614698,0.017821434
"Morgan, IN",2020,0.019059871,0.05378673,0.067915307,0.030119113,0.016783555
"Newton, IN",2020,0.002393657,0.005818939,0.008101295,0.004106533,0.002536468
"Noble, IN",2020,0.018735347,0.030856738,0.042784192,0.028737564,0.018452176
"Ohio, IN",2020,0,0,0,0,0
"Orange, IN",2020,0.004989889,0.00881728,0.014346215,0.010620907,0.00604786
"Owen, IN",2020,0.004503443,0.011255732,0.015856451,0.008274317,0.004967846
"Parke, IN",2020,0.00287797,0.007071029,0.010541779,0.005259411,0.002063523
"Perry, IN",2020,0.00585305,0.008038745,0.013628183,0.008920854,0.005962001
"Pike, IN",2020,0.005552541,0.004371098,0.006515856,0.003370161,0.003166466
"Porter, IN",2020,0.070499235,0.162631956,0.172423455,0.10724081,0.075106295
"Posey, IN",2020,0.027840064,0.01901738,0.019831896,0.013795065,0.013055159
"Pulaski, IN",2020,0.005614664,0.005543493,0.006800184,0.006259843,0.004502593
"Putnam, IN",2020,0.010467799,0.021776552,0.031685088,0.021373844,0.01305496
"Randolph, IN",2020,0.006882975,0.013157174,0.019044842,0.010330986,0.006106125
"Ripley, IN",2020,0.011127582,0.017904088,0.02374141,0.018956475,0.014723655
"Rush, IN",2020,0.004847407,0.009057772,0.011172246,0.00746036,0.004298616
"Scott, IN",2020,0.006223883,0.012219802,0.019005696,0.011432141,0.00757727
"Shelby, IN",2020,0.019279342,0.031529347,0.040316923,0.028853261,0.020703324
"Spencer, IN",2020,0.008046377,0.011727566,0.014332823,0.010114566,0.006626814
"St. Joseph, IN",2020,0.146011342,0.229847745,0.274799142,0.207441849,0.158537156
"Starke, IN",2020,0.004341974,0.010264949,0.017984793,0.006567458,0.003068324
"Steuben, IN",2020,0.013944119,0.023575852,0.029391919,0.025189095,0.01557716
"Sullivan, IN",2020,0.007351618,0.008952276,0.015346515,0.007957173,0.005705118
"Switzerland, IN",2020,0.001089535,0.001473661,0.003935268,0.001819832,0.000773229
"Tippecanoe, IN",2020,0.103057133,0.131304674,0.185891961,0.149411379,0.115611099
"Tipton, IN",2020,0.005172302,0.007930376,0.009749575,0.007548834,0.005514937
"Union, IN",2020,0.000251635,0.000319602,0.001193973,0.000722761,0.000168145
